Transaction ID,Date,Customer Name,Unique Customer Name,Product Name,Category,Region,Sales Value,Discount,Profit Margin,Payment Method,Year,Month,Week,First Sale,Cohort Group,Repeated Customer Fixed,Repeated Customer Yes/No,Count Yes Reap,Count No Reap,SN. Total Unique Customer,SN. Total Repeating Customer,SN. Total Non Repeating Customer,Retention Rate
T0153,6/1/2024,Customer_234,Customer_234,Product A,Groceries,East,78.11,17.43,25.7,Cash,2024,6,22,1/6/2024,24-Jun,Customer_234,No,0,1,,,,
T0154,6/2/2024,Customer_172,Repeated,Product B,Household,East,447.56,4.28,52.45,Credit Card,2024,6,23,6/4/2024,24-Jun,Repeated,Yes,1,0,,,,
T0155,6/3/2024,Customer_152,Repeated,Product C,Groceries,East,251.74,48.79,18.23,Cash,2024,6,23,12/1/2024,24-Jun,Repeated,Yes,1,0,,,,
T0156,6/4/2024,Customer_160,Repeated,Product A,Cosmetics,West,279.69,41.03,66.31,Bank Transfer,2024,6,23,4/5/2024,24-Jun,Repeated,Yes,1,0,,,,
T0157,6/5/2024,Customer_96,Repeated,Product C,Electronics,West,331.97,42.77,59.55,Cash,2024,6,23,25/04/2024,24-Jun,Repeated,Yes,1,0,,,,
T0158,6/6/2024,Customer_233,Repeated,Product B,Groceries,South,466.87,46.96,46.66,Cash,2024,6,23,26/05/2024,24-Jun,Repeated,Yes,1,0,,,,
T0159,6/7/2024,Customer_180,Customer_180,Product B,Groceries,South,58.6,5.17,56.92,Mobile Payment,2024,6,23,7/6/2024,24-Jun,Customer_180,Yes,1,0,,,,
T0160,6/8/2024,Customer_113,Customer_113,Product D,Cosmetics,West,264.58,19.89,90.69,Bank Transfer,2024,6,23,8/6/2024,24-Jun,Customer_113,Yes,1,0,,,,
T0161,6/9/2024,Customer_52,Repeated,Product A,Cosmetics,North,359.47,4.48,27.67,Cash,2024,6,24,24/04/2024,24-Jun,Repeated,Yes,1,0,,,,
T0162,6/10/2024,Customer_268,Repeated,Product B,Groceries,West,375.22,11.33,12.03,Cash,2024,6,24,30/03/2024,24-Jun,Repeated,Yes,1,0,,,,
T0163,6/11/2024,Customer_295,Customer_295,Product D,Household,East,361.64,12.24,87.55,Cash,2024,6,24,11/6/2024,24-Jun,Customer_295,Yes,1,0,,,,
T0164,6/12/2024,Customer_113,Repeated,Product A,Groceries,West,110.5,23.99,61.94,Credit Card,2024,6,24,8/6/2024,24-Jun,Repeated,Yes,1,0,,,,
T0165,6/13/2024,Customer_101,Repeated,Product B,Cosmetics,East,184.73,14.16,90.16,Cash,2024,6,24,10/4/2024,24-Jun,Repeated,Yes,1,0,,,,
T0166,6/14/2024,Customer_113,Repeated,Product B,Electronics,South,211.42,5.95,63.73,Mobile Payment,2024,6,24,8/6/2024,24-Jun,Repeated,Yes,1,0,,,,
T0167,6/15/2024,Customer_81,Repeated,Product A,Electronics,North,412,9.21,82.91,Bank Transfer,2024,6,24,16/02/2024,24-Jun,Repeated,Yes,1,0,,,,
T0168,6/16/2024,Customer_187,Repeated,Product A,Household,South,175.44,8.22,48.67,Bank Transfer,2024,6,25,5/5/2024,24-Jun,Repeated,Yes,1,0,,,,
T0169,6/17/2024,Customer_113,Repeated,Product A,Groceries,East,144.82,48.68,77.49,Cash,2024,6,25,8/6/2024,24-Jun,Repeated,Yes,1,0,,,,
T0170,6/18/2024,Customer_2,Repeated,Product B,Electronics,East,480.85,38.21,92.17,Cash,2024,6,25,18/02/2024,24-Jun,Repeated,Yes,1,0,,,,
T0171,6/19/2024,Customer_130,Customer_130,Product B,Groceries,East,53.99,48.42,61.49,Cash,2024,6,25,19/06/2024,24-Jun,Customer_130,Yes,1,0,,,,
T0172,6/20/2024,Customer_220,Customer_220,Product D,Cosmetics,North,499.02,22.55,26.27,Bank Transfer,2024,6,25,20/06/2024,24-Jun,Customer_220,Yes,1,0,,,,
T0173,6/21/2024,Customer_54,Repeated,Product C,Electronics,West,354.57,14.64,34.19,Bank Transfer,2024,6,25,19/02/2024,24-Jun,Repeated,Yes,1,0,,,,
T0174,6/22/2024,Customer_224,Customer_224,Product A,Household,South,422.81,40.12,27.88,Credit Card,2024,6,25,22/06/2024,24-Jun,Customer_224,Yes,1,0,,,,
T0175,6/23/2024,Customer_225,Repeated,Product B,Cosmetics,South,182.58,16.99,32.22,Mobile Payment,2024,6,26,22/05/2024,24-Jun,Repeated,Yes,1,0,,,,
T0176,6/24/2024,Customer_126,Customer_126,Product B,Household,West,56.44,15.67,37.58,Credit Card,2024,6,26,24/06/2024,24-Jun,Customer_126,Yes,1,0,,,,
T0177,6/25/2024,Customer_130,Repeated,Product A,Cosmetics,South,382.04,12.39,59.96,Mobile Payment,2024,6,26,19/06/2024,24-Jun,Repeated,Yes,1,0,,,,
T0178,6/26/2024,Customer_53,Repeated,Product C,Electronics,North,425.37,7.35,62.92,Credit Card,2024,6,26,11/2/2024,24-Jun,Repeated,Yes,1,0,,,,
T0179,6/27/2024,Customer_172,Repeated,Product A,Household,South,383.21,13.57,48.38,Bank Transfer,2024,6,26,6/4/2024,24-Jun,Repeated,Yes,1,0,,,,
T0180,6/28/2024,Customer_218,Repeated,Product C,Household,East,114.28,18.41,65.39,Credit Card,2024,6,26,23/02/2024,24-Jun,Repeated,Yes,1,0,,,,
T0181,6/29/2024,Customer_160,Repeated,Product B,Cosmetics,West,389.04,34.03,17.34,Mobile Payment,2024,6,26,4/5/2024,24-Jun,Repeated,Yes,1,0,,,,
T0182,6/30/2024,Customer_198,Repeated,Product C,Household,North,396.02,4.07,17.9,Cash,2024,6,27,28/05/2024,24-Jun,Repeated,Yes,1,0,,,,
T0183,7/1/2024,Customer_247,Customer_247,Product D,Cosmetics,West,346.34,11.31,25.46,Mobile Payment,2024,7,27,1/7/2024,24-Jul,Customer_247,Yes,1,0,,,,
T0184,7/2/2024,Customer_203,Customer_203,Product B,Cosmetics,North,394.75,40.64,56.63,Cash,2024,7,27,2/7/2024,24-Jul,Customer_203,Yes,1,0,,,,
T0185,7/3/2024,Customer_184,Customer_184,Product D,Cosmetics,East,430.66,8.2,29.26,Bank Transfer,2024,7,27,3/7/2024,24-Jul,Customer_184,Yes,1,0,,,,
T0186,7/4/2024,Customer_123,Customer_123,Product A,Cosmetics,West,326.12,17.79,35.5,Mobile Payment,2024,7,27,4/7/2024,24-Jul,Customer_123,Yes,1,0,,,,
T0187,7/5/2024,Customer_255,Repeated,Product A,Electronics,South,89.87,43.37,46.03,Credit Card,2024,7,27,15/04/2024,24-Jul,Repeated,Yes,1,0,,,,
T0188,7/6/2024,Customer_294,Repeated,Product A,Cosmetics,North,269.43,8.59,83.07,Mobile Payment,2024,7,27,16/01/2024,24-Jul,Repeated,Yes,1,0,,,,
T0189,7/7/2024,Customer_280,Repeated,Product C,Groceries,West,84.94,5.05,11.25,Cash,2024,7,28,8/3/2024,24-Jul,Repeated,Yes,1,0,,,,
T0190,7/8/2024,Customer_98,Customer_98,Product B,Household,South,233.39,24.74,68.44,Bank Transfer,2024,7,28,8/7/2024,24-Jul,Customer_98,Yes,1,0,,,,
T0191,7/9/2024,Customer_198,Repeated,Product A,Groceries,West,233.2,15.82,70.2,Credit Card,2024,7,28,28/05/2024,24-Jul,Repeated,Yes,1,0,,,,
T0192,7/10/2024,Customer_240,Customer_240,Product A,Electronics,West,79.7,28.61,81.88,Mobile Payment,2024,7,28,10/7/2024,24-Jul,Customer_240,Yes,1,0,,,,
T0193,7/11/2024,Customer_144,Customer_144,Product B,Groceries,West,206.97,40.39,93.95,Cash,2024,7,28,11/7/2024,24-Jul,Customer_144,Yes,1,0,,,,
T0194,7/12/2024,Customer_97,Customer_97,Product A,Household,North,99.95,7.72,11.81,Credit Card,2024,7,28,12/7/2024,24-Jul,Customer_97,Yes,1,0,,,,
T0195,7/13/2024,Customer_201,Repeated,Product D,Groceries,South,413.71,29.45,23.84,Bank Transfer,2024,7,28,29/03/2024,24-Jul,Repeated,Yes,1,0,,,,
T0196,7/14/2024,Customer_124,Customer_124,Product B,Electronics,East,476.46,25.77,89.76,Credit Card,2024,7,29,14/07/2024,24-Jul,Customer_124,Yes,1,0,,,,
T0197,7/15/2024,Customer_187,Repeated,Product B,Cosmetics,North,82.54,8.06,51.27,Bank Transfer,2024,7,29,5/5/2024,24-Jul,Repeated,Yes,1,0,,,,
T0198,7/16/2024,Customer_259,Repeated,Product B,Groceries,North,479.8,31.58,60.81,Credit Card,2024,7,29,27/05/2024,24-Jul,Repeated,Yes,1,0,,,,
T0199,7/17/2024,Customer_148,Customer_148,Product D,Electronics,North,285.16,14.41,69.67,Mobile Payment,2024,7,29,17/07/2024,24-Jul,Customer_148,Yes,1,0,,,,
T0200,7/18/2024,Customer_252,Repeated,Product B,Electronics,East,184.8,24.9,71.12,Cash,2024,7,29,1/3/2024,24-Jul,Repeated,Yes,1,0,,,,
T0201,7/19/2024,Customer_147,Customer_147,Product D,Household,South,84.59,5.03,93.86,Mobile Payment,2024,7,29,19/07/2024,24-Jul,Customer_147,Yes,1,0,,,,
T0202,7/20/2024,Customer_148,Repeated,Product B,Household,South,275.28,23.52,99.73,Mobile Payment,2024,7,29,17/07/2024,24-Jul,Repeated,Yes,1,0,,,,
T0203,7/21/2024,Customer_199,Customer_199,Product C,Groceries,South,407.53,16.02,74.81,Bank Transfer,2024,7,30,21/07/2024,24-Jul,Customer_199,No,0,1,,,,
T0204,7/22/2024,Customer_128,Repeated,Product A,Cosmetics,West,368.19,41.3,35.85,Bank Transfer,2024,7,30,19/05/2024,24-Jul,Repeated,Yes,1,0,,,,
T0205,7/23/2024,Customer_39,Customer_39,Product C,Electronics,West,72.6,3.79,89.18,Bank Transfer,2024,7,30,23/07/2024,24-Jul,Customer_39,Yes,1,0,,,,
T0206,7/24/2024,Customer_129,Repeated,Product A,Groceries,West,82.81,21.51,14.43,Mobile Payment,2024,7,30,17/03/2024,24-Jul,Repeated,Yes,1,0,,,,
T0207,7/25/2024,Customer_267,Customer_267,Product D,Electronics,East,231.29,23.46,30.8,Credit Card,2024,7,30,25/07/2024,24-Jul,Customer_267,Yes,1,0,,,,
T0208,7/26/2024,Customer_151,Customer_151,Product C,Electronics,West,182.88,36.53,90.76,Credit Card,2024,7,30,26/07/2024,24-Jul,Customer_151,Yes,1,0,,,,
T0209,7/27/2024,Customer_298,Customer_298,Product B,Cosmetics,East,154.57,29.14,33.06,Mobile Payment,2024,7,30,27/07/2024,24-Jul,Customer_298,No,0,1,,,,
T0210,7/28/2024,Customer_99,Repeated,Product A,Cosmetics,South,176.45,33.69,29.86,Mobile Payment,2024,7,31,5/4/2024,24-Jul,Repeated,Yes,1,0,,,,
T0211,7/29/2024,Customer_263,Customer_263,Product A,Groceries,West,411.57,39.08,22.43,Cash,2024,7,31,29/07/2024,24-Jul,Customer_263,No,0,1,,,,
T0212,7/30/2024,Customer_252,Repeated,Product C,Cosmetics,West,468.15,43.25,87.32,Bank Transfer,2024,7,31,1/3/2024,24-Jul,Repeated,Yes,1,0,,,,
T0213,7/31/2024,Customer_144,Repeated,Product D,Cosmetics,North,232.3,16.38,55.01,Bank Transfer,2024,7,31,11/7/2024,24-Jul,Repeated,Yes,1,0,,,,
T0214,8/1/2024,Customer_112,Customer_112,Product C,Groceries,East,457.75,27.36,70.74,Mobile Payment,2024,8,31,1/8/2024,24-Aug,Customer_112,Yes,1,0,,,,
T0215,8/2/2024,Customer_60,Customer_60,Product D,Cosmetics,South,194.67,42.17,31.52,Mobile Payment,2024,8,31,2/8/2024,24-Aug,Customer_60,Yes,1,0,,,,
T0216,8/3/2024,Customer_2,Repeated,Product D,Household,North,264.4,49.48,78.22,Credit Card,2024,8,31,18/02/2024,24-Aug,Repeated,Yes,1,0,,,,
T0217,8/4/2024,Customer_254,Customer_254,Product A,Electronics,North,151.71,44.59,78.4,Mobile Payment,2024,8,32,4/8/2024,24-Aug,Customer_254,Yes,1,0,,,,
T0218,8/5/2024,Customer_140,Customer_140,Product C,Electronics,South,338.21,19.2,38.13,Credit Card,2024,8,32,5/8/2024,24-Aug,Customer_140,Yes,1,0,,,,
T0219,8/6/2024,Customer_37,Customer_37,Product C,Electronics,North,490.54,10.56,46.96,Mobile Payment,2024,8,32,6/8/2024,24-Aug,Customer_37,Yes,1,0,,,,
T0220,8/7/2024,Customer_160,Repeated,Product D,Electronics,East,321.57,24.98,28.87,Cash,2024,8,32,4/5/2024,24-Aug,Repeated,Yes,1,0,,,,
T0221,8/8/2024,Customer_9,Repeated,Product C,Groceries,East,211.02,37.34,97.89,Cash,2024,8,32,16/03/2024,24-Aug,Repeated,Yes,1,0,,,,
T0222,8/9/2024,Customer_233,Repeated,Product B,Electronics,West,341.52,25.14,68.1,Credit Card,2024,8,32,26/05/2024,24-Aug,Repeated,Yes,1,0,,,,
T0223,8/10/2024,Customer_99,Repeated,Product B,Electronics,North,105.31,24.68,94.11,Bank Transfer,2024,8,32,5/4/2024,24-Aug,Repeated,Yes,1,0,,,,
T0224,8/11/2024,Customer_147,Repeated,Product C,Electronics,West,449.9,42.07,37.3,Cash,2024,8,33,19/07/2024,24-Aug,Repeated,Yes,1,0,,,,
T0225,8/12/2024,Customer_208,Repeated,Product C,Electronics,North,276.39,18.71,80.37,Credit Card,2024,8,33,5/3/2024,24-Aug,Repeated,Yes,1,0,,,,
T0226,8/13/2024,Customer_131,Repeated,Product D,Household,East,252.21,43.13,78.93,Mobile Payment,2024,8,33,13/01/2024,24-Aug,Repeated,Yes,1,0,,,,
T0227,8/14/2024,Customer_152,Repeated,Product B,Electronics,East,313.64,20.93,72.25,Mobile Payment,2024,8,33,12/1/2024,24-Aug,Repeated,Yes,1,0,,,,
T0228,8/15/2024,Customer_54,Repeated,Product B,Household,East,331.15,17.08,96.91,Credit Card,2024,8,33,19/02/2024,24-Aug,Repeated,Yes,1,0,,,,
T0229,8/16/2024,Customer_120,Customer_120,Product A,Groceries,North,82.3,23.25,45.42,Bank Transfer,2024,8,33,16/08/2024,24-Aug,Customer_120,Yes,1,0,,,,
T0230,8/17/2024,Customer_161,Repeated,Product D,Cosmetics,East,357.18,38.36,21.76,Credit Card,2024,8,33,19/01/2024,24-Aug,Repeated,Yes,1,0,,,,
T0231,8/18/2024,Customer_116,Repeated,Product A,Electronics,North,158.87,7.17,70.45,Credit Card,2024,8,34,25/05/2024,24-Aug,Repeated,Yes,1,0,,,,
T0232,8/19/2024,Customer_75,Customer_75,Product B,Cosmetics,West,371.28,10.62,75.64,Cash,2024,8,34,19/08/2024,24-Aug,Customer_75,Yes,1,0,,,,
T0233,8/20/2024,Customer_113,Repeated,Product D,Cosmetics,North,420.14,47.62,61.76,Credit Card,2024,8,34,8/6/2024,24-Aug,Repeated,Yes,1,0,,,,
T0234,8/21/2024,Customer_104,Customer_104,Product C,Groceries,West,411.78,9.6,28.61,Credit Card,2024,8,34,21/08/2024,24-Aug,Customer_104,Yes,1,0,,,,
T0235,8/22/2024,Customer_254,Repeated,Product D,Cosmetics,North,298.63,28.82,55.4,Mobile Payment,2024,8,34,4/8/2024,24-Aug,Repeated,Yes,1,0,,,,
T0236,8/23/2024,Customer_227,Repeated,Product C,Household,West,284.08,29.39,38.1,Cash,2024,8,34,9/4/2024,24-Aug,Repeated,Yes,1,0,,,,
T0237,8/24/2024,Customer_112,Repeated,Product C,Cosmetics,East,114.29,24.99,48.47,Mobile Payment,2024,8,34,1/8/2024,24-Aug,Repeated,Yes,1,0,,,,
T0238,8/25/2024,Customer_99,Repeated,Product D,Cosmetics,West,398.91,32.59,68.07,Mobile Payment,2024,8,35,5/4/2024,24-Aug,Repeated,Yes,1,0,,,,
T0239,8/26/2024,Customer_153,Customer_153,Product C,Cosmetics,East,172.13,12.26,77.07,Bank Transfer,2024,8,35,26/08/2024,24-Aug,Customer_153,Yes,1,0,,,,
T0240,8/27/2024,Customer_194,Customer_194,Product A,Electronics,East,273.51,28.08,30.9,Bank Transfer,2024,8,35,27/08/2024,24-Aug,Customer_194,Yes,1,0,,,,
T0241,8/28/2024,Customer_163,Repeated,Product B,Electronics,West,177.92,19.24,46.48,Cash,2024,8,35,22/03/2024,24-Aug,Repeated,Yes,1,0,,,,
T0242,8/29/2024,Customer_208,Repeated,Product C,Household,North,110.22,33.42,34.22,Cash,2024,8,35,5/3/2024,24-Aug,Repeated,Yes,1,0,,,,
T0243,8/30/2024,Customer_169,Customer_169,Product A,Household,North,333.3,7.92,27.88,Bank Transfer,2024,8,35,30/08/2024,24-Aug,Customer_169,No,0,1,,,,
T0244,8/31/2024,Customer_161,Repeated,Product C,Electronics,South,74.45,28.97,80.5,Bank Transfer,2024,8,35,19/01/2024,24-Aug,Repeated,Yes,1,0,,,,
T0245,9/1/2024,Customer_68,Customer_68,Product B,Household,North,386.89,10.08,91.83,Bank Transfer,2024,9,36,1/9/2024,24-Sep,Customer_68,Yes,1,0,,,,
T0246,9/2/2024,Customer_289,Repeated,Product A,Electronics,South,192.91,14.65,43.32,Bank Transfer,2024,9,36,23/03/2024,24-Sep,Repeated,Yes,1,0,,,,
T0247,9/3/2024,Customer_277,Repeated,Product B,Groceries,North,50.06,11.72,77.62,Bank Transfer,2024,9,36,18/01/2024,24-Sep,Repeated,Yes,1,0,,,,
T0248,9/4/2024,Customer_135,Repeated,Product B,Cosmetics,North,280.01,9.96,90.73,Mobile Payment,2024,9,36,3/2/2024,24-Sep,Repeated,Yes,1,0,,,,
T0249,9/5/2024,Customer_195,Customer_195,Product A,Cosmetics,East,71.08,41.46,86.15,Cash,2024,9,36,5/9/2024,24-Sep,Customer_195,Yes,1,0,,,,
T0250,9/6/2024,Customer_128,Repeated,Product A,Household,South,174.28,15,26.45,Mobile Payment,2024,9,36,19/05/2024,24-Sep,Repeated,Yes,1,0,,,,
T0251,9/7/2024,Customer_33,Repeated,Product A,Electronics,North,368.14,46.43,96.07,Mobile Payment,2024,9,36,31/03/2024,24-Sep,Repeated,Yes,1,0,,,,
T0252,9/8/2024,Customer_176,Customer_176,Product D,Electronics,South,78.21,48.53,43.9,Credit Card,2024,9,37,8/9/2024,24-Sep,Customer_176,Yes,1,0,,,,
T0253,9/9/2024,Customer_22,Repeated,Product A,Household,East,427.7,28.99,40.53,Mobile Payment,2024,9,37,20/01/2024,24-Sep,Repeated,Yes,1,0,,,,
T0254,9/10/2024,Customer_238,Customer_238,Product A,Electronics,East,51.72,8.01,15.62,Bank Transfer,2024,9,37,10/9/2024,24-Sep,Customer_238,Yes,1,0,,,,
T0255,9/11/2024,Customer_158,Customer_158,Product A,Groceries,South,161.07,19.35,53.76,Bank Transfer,2024,9,37,11/9/2024,24-Sep,Customer_158,Yes,1,0,,,,
T0256,9/12/2024,Customer_38,Customer_38,Product A,Cosmetics,East,383.41,40.09,19.81,Credit Card,2024,9,37,12/9/2024,24-Sep,Customer_38,Yes,1,0,,,,
T0257,9/13/2024,Customer_230,Customer_230,Product C,Household,West,192.32,19,32.37,Credit Card,2024,9,37,13/09/2024,24-Sep,Customer_230,Yes,1,0,,,,
T0258,9/14/2024,Customer_51,Repeated,Product D,Household,West,95.85,5.26,38.52,Credit Card,2024,9,37,30/01/2024,24-Sep,Repeated,Yes,1,0,,,,
T0259,9/15/2024,Customer_264,Repeated,Product B,Electronics,East,212.11,28.28,82.79,Credit Card,2024,9,38,13/02/2024,24-Sep,Repeated,Yes,1,0,,,,
T0260,9/16/2024,Customer_283,Repeated,Product A,Household,West,171.68,42.41,88.79,Credit Card,2024,9,38,16/04/2024,24-Sep,Repeated,Yes,1,0,,,,
T0261,9/17/2024,Customer_27,Customer_27,Product C,Groceries,North,429.22,40,37.22,Mobile Payment,2024,9,38,17/09/2024,24-Sep,Customer_27,No,0,1,,,,
T0262,9/18/2024,Customer_226,Customer_226,Product C,Electronics,South,191.01,9.58,87.28,Credit Card,2024,9,38,18/09/2024,24-Sep,Customer_226,Yes,1,0,,,,
T0263,9/19/2024,Customer_277,Repeated,Product C,Electronics,North,405.02,33.97,87.15,Mobile Payment,2024,9,38,18/01/2024,24-Sep,Repeated,Yes,1,0,,,,
T0264,9/20/2024,Customer_286,Repeated,Product B,Electronics,South,451.34,11.8,78.82,Cash,2024,9,38,18/05/2024,24-Sep,Repeated,Yes,1,0,,,,
T0265,9/21/2024,Customer_97,Repeated,Product A,Electronics,East,245.22,11.69,23.2,Credit Card,2024,9,38,12/7/2024,24-Sep,Repeated,Yes,1,0,,,,
T0266,9/22/2024,Customer_284,Repeated,Product D,Groceries,North,459.47,43.83,72.13,Credit Card,2024,9,39,8/5/2024,24-Sep,Repeated,Yes,1,0,,,,
T0267,9/23/2024,Customer_147,Repeated,Product D,Electronics,East,219.79,13.23,95.05,Mobile Payment,2024,9,39,19/07/2024,24-Sep,Repeated,Yes,1,0,,,,
T0268,9/24/2024,Customer_4,Customer_4,Product C,Household,East,483.84,13.9,71.43,Cash,2024,9,39,24/09/2024,24-Sep,Customer_4,Yes,1,0,,,,
T0269,9/25/2024,Customer_35,Repeated,Product B,Groceries,South,90.18,1.03,39.85,Mobile Payment,2024,9,39,14/02/2024,24-Sep,Repeated,Yes,1,0,,,,
T0270,9/26/2024,Customer_192,Repeated,Product B,Cosmetics,South,359.16,43.66,55.05,Mobile Payment,2024,9,39,17/01/2024,24-Sep,Repeated,Yes,1,0,,,,
T0271,9/27/2024,Customer_49,Repeated,Product B,Cosmetics,South,272.22,39.84,68.12,Credit Card,2024,9,39,23/01/2024,24-Sep,Repeated,Yes,1,0,,,,
T0272,9/28/2024,Customer_17,Customer_17,Product D,Household,North,224.44,31.74,55.95,Bank Transfer,2024,9,39,28/09/2024,24-Sep,Customer_17,Yes,1,0,,,,
T0273,9/29/2024,Customer_172,Repeated,Product C,Household,West,334.72,37.76,20.8,Bank Transfer,2024,9,40,6/4/2024,24-Sep,Repeated,Yes,1,0,,,,
T0274,9/30/2024,Customer_220,Repeated,Product A,Groceries,South,366.74,8.45,38.09,Mobile Payment,2024,9,40,20/06/2024,24-Sep,Repeated,Yes,1,0,,,,
T0275,10/1/2024,Customer_158,Repeated,Product D,Cosmetics,South,51.96,23.46,82.22,Credit Card,2024,10,40,11/9/2024,24-Oct,Repeated,Yes,1,0,,,,
T0276,10/2/2024,Customer_46,Customer_46,Product C,Cosmetics,North,125.13,18.21,87.53,Cash,2024,10,40,2/10/2024,24-Oct,Customer_46,Yes,1,0,,,,
T0277,10/3/2024,Customer_6,Customer_6,Product C,Cosmetics,South,370.87,5.6,22.36,Bank Transfer,2024,10,40,3/10/2024,24-Oct,Customer_6,Yes,1,0,,,,
T0278,10/4/2024,Customer_99,Repeated,Product A,Cosmetics,North,349.87,24.82,95.71,Cash,2024,10,40,5/4/2024,24-Oct,Repeated,Yes,1,0,,,,
T0279,10/5/2024,Customer_233,Repeated,Product A,Cosmetics,East,484.72,46.12,39.59,Bank Transfer,2024,10,40,26/05/2024,24-Oct,Repeated,Yes,1,0,,,,
T0280,10/6/2024,Customer_37,Repeated,Product A,Electronics,South,392.47,2.96,69.61,Credit Card,2024,10,41,6/8/2024,24-Oct,Repeated,Yes,1,0,,,,
T0281,10/7/2024,Customer_280,Repeated,Product B,Household,South,477.85,15.28,77.66,Mobile Payment,2024,10,41,8/3/2024,24-Oct,Repeated,Yes,1,0,,,,
T0282,10/8/2024,Customer_181,Customer_181,Product A,Electronics,East,366.14,11.17,83.08,Cash,2024,10,41,8/10/2024,24-Oct,Customer_181,Yes,1,0,,,,
T0283,10/9/2024,Customer_95,Customer_95,Product C,Cosmetics,East,184.12,12.67,95.12,Cash,2024,10,41,9/10/2024,24-Oct,Customer_95,Yes,1,0,,,,
T0284,10/10/2024,Customer_99,Repeated,Product A,Groceries,East,97.41,45.51,38.16,Mobile Payment,2024,10,41,5/4/2024,24-Oct,Repeated,Yes,1,0,,,,
T0285,10/11/2024,Customer_188,Repeated,Product C,Groceries,South,401.82,23.94,87.27,Cash,2024,10,41,26/01/2024,24-Oct,Repeated,Yes,1,0,,,,
T0286,10/12/2024,Customer_116,Repeated,Product D,Cosmetics,West,339.87,23.85,21.85,Bank Transfer,2024,10,41,25/05/2024,24-Oct,Repeated,Yes,1,0,,,,
T0287,10/13/2024,Customer_191,Repeated,Product B,Cosmetics,West,71.68,38.27,73.45,Mobile Payment,2024,10,42,22/02/2024,24-Oct,Repeated,Yes,1,0,,,,
T0288,10/14/2024,Customer_253,Repeated,Product D,Groceries,West,212.02,8.57,76.78,Bank Transfer,2024,10,42,21/01/2024,24-Oct,Repeated,Yes,1,0,,,,
T0289,10/15/2024,Customer_161,Repeated,Product D,Electronics,South,480.56,24.88,71,Bank Transfer,2024,10,42,19/01/2024,24-Oct,Repeated,Yes,1,0,,,,
T0290,10/16/2024,Customer_256,Customer_256,Product C,Electronics,East,275.18,22.07,32.71,Credit Card,2024,10,42,16/10/2024,24-Oct,Customer_256,Yes,1,0,,,,
T0291,10/17/2024,Customer_128,Repeated,Product D,Cosmetics,South,244.73,30.25,88.57,Bank Transfer,2024,10,42,19/05/2024,24-Oct,Repeated,Yes,1,0,,,,
T0292,10/18/2024,Customer_18,Customer_18,Product C,Electronics,East,255.96,49.98,25.2,Credit Card,2024,10,42,18/10/2024,24-Oct,Customer_18,No,0,1,,,,
T0293,10/19/2024,Customer_281,Customer_281,Product A,Groceries,South,144,38.7,14.83,Cash,2024,10,42,19/10/2024,24-Oct,Customer_281,Yes,1,0,,,,
T0294,10/20/2024,Customer_223,Customer_223,Product A,Electronics,South,215.92,20.5,74.57,Cash,2024,10,43,20/10/2024,24-Oct,Customer_223,Yes,1,0,,,,
T0295,10/21/2024,Customer_54,Repeated,Product C,Cosmetics,East,216.42,41.55,52.79,Credit Card,2024,10,43,19/02/2024,24-Oct,Repeated,Yes,1,0,,,,
T0296,10/22/2024,Customer_58,Customer_58,Product A,Groceries,West,73.56,9.36,86.42,Bank Transfer,2024,10,43,22/10/2024,24-Oct,Customer_58,Yes,1,0,,,,
T0297,10/23/2024,Customer_174,Customer_174,Product B,Electronics,East,395.41,2.49,44.51,Mobile Payment,2024,10,43,23/10/2024,24-Oct,Customer_174,Yes,1,0,,,,
T0298,10/24/2024,Customer_280,Repeated,Product D,Household,North,237.43,11.02,25.15,Mobile Payment,2024,10,43,8/3/2024,24-Oct,Repeated,Yes,1,0,,,,
T0299,10/25/2024,Customer_114,Customer_114,Product B,Groceries,North,419.98,17.68,85.28,Credit Card,2024,10,43,25/10/2024,24-Oct,Customer_114,Yes,1,0,,,,
T0300,10/26/2024,Customer_288,Customer_288,Product D,Groceries,East,432.66,26.02,59.4,Cash,2024,10,43,26/10/2024,24-Oct,Customer_288,Yes,1,0,,,,
T0301,10/27/2024,Customer_151,Repeated,Product A,Household,South,145.4,31.14,27.03,Cash,2024,10,44,26/07/2024,24-Oct,Repeated,Yes,1,0,,,,
T0302,10/28/2024,Customer_127,Customer_127,Product B,Household,North,345.81,45.62,74.83,Mobile Payment,2024,10,44,28/10/2024,24-Oct,Customer_127,Yes,1,0,,,,
T0303,10/29/2024,Customer_155,Customer_155,Product A,Groceries,North,262.53,25.98,56,Credit Card,2024,10,44,29/10/2024,24-Oct,Customer_155,Yes,1,0,,,,
T0304,10/30/2024,Customer_273,Customer_273,Product D,Household,South,446.07,25.56,64.39,Mobile Payment,2024,10,44,30/10/2024,24-Oct,Customer_273,Yes,1,0,,,,
T0305,10/31/2024,Customer_104,Repeated,Product C,Cosmetics,South,147.08,3.46,51.48,Bank Transfer,2024,10,44,21/08/2024,24-Oct,Repeated,Yes,1,0,,,,
T0306,11/1/2024,Customer_299,Customer_299,Product C,Cosmetics,West,355.02,2.71,84.58,Bank Transfer,2024,11,44,1/11/2024,24-Nov,Customer_299,Yes,1,0,,,,
